line-ID	pops_with_Dia	n_dls	genus	species	order	pop	degN	degE	perc	n2	dl2	py	cdl	slope							
41- Irkutsk	4	5	Harmonia	axyridis	coleoptera	Irkutsk	52.3	104.3	0.1009550346	6	12	2014	x	n							
41- Irkutsk	4	5	Harmonia	axyridis	coleoptera	Irkutsk	52.3	104.3	10.0598326839	6	14	2014	x	n							
41- Irkutsk	4	5	Harmonia	axyridis	coleoptera	Irkutsk	52.3	104.3	69.5533076235	6	16	2014	x	n							
41- Irkutsk	4	5	Harmonia	axyridis	coleoptera	Irkutsk	52.3	104.3	77.6552856691	6	18	2014	x	n							
42- Ivalo1	14	8	Chymomyza	costata	diptera	Ivalo1	68.65	27.55	100.067177879	443	12	1996	n	n							
42- Ivalo1	14	8	Chymomyza	costata	diptera	Ivalo1	68.65	27.55	99.8055865991	443	13.4	1996	n	n							
42- Ivalo1	14	8	Chymomyza	costata	diptera	Ivalo1	68.65	27.55	99.7077607477	443	15	1996	n	n							
42- Ivalo1	14	8	Chymomyza	costata	diptera	Ivalo1	68.65	27.55	99.450193949	443	16.5	1996	n	n							
42- Ivalo1	14	8	Chymomyza	costata	diptera	Ivalo1	68.65	27.55	99.9873074054	443	18	1996	n	n							
42- Ivalo1	14	8	Chymomyza	costata	diptera	Ivalo1	68.65	27.55	99.9458242911	443	19.5	1996	n	n							
42- Ivalo1	14	8	Chymomyza	costata	diptera	Ivalo1	68.65	27.55	94.0349448801	443	22	1996	n	n							
42- Ivalo1	14	8	Chymomyza	costata	diptera	Ivalo1	68.65	27.55	95.7413249211	443	24	1996	n	n							
42- Ivalo2	14	8	Chymomyza	costata	diptera	Ivalo2	68.65	27.55	100.0651656384	443	12	1996	n	n							
42- Ivalo2	14	8	Chymomyza	costata	diptera	Ivalo2	68.65	27.55	99.9653275463	443	13.5	1996	n	n							
42- Ivalo2	14	8	Chymomyza	costata	diptera	Ivalo2	68.65	27.55	99.8654894543	443	15	1996	n	n							
42- Ivalo2	14	8	Chymomyza	costata	diptera	Ivalo2	68.65	27.55	99.6099348963	443	16.5	1996	n	n							
42- Ivalo2	14	8	Chymomyza	costata	diptera	Ivalo2	68.65	27.55	100.145036112	443	18	1996	n	n							
42- Ivalo2	14	8	Chymomyza	costata	diptera	Ivalo2	68.65	27.55	99.7901078251	443	19.5	1996	n	n							
42- Ivalo2	14	8	Chymomyza	costata	diptera	Ivalo2	68.65	27.55	92.4576578138	443	22	1996	n	n							
42- Ivalo2	14	8	Chymomyza	costata	diptera	Ivalo2	68.65	27.55	93.3753943218	443	24	1996	n	n							
42- Sodankyla	14	8	Chymomyza	costata	diptera	Sodankyla	67.416667	26.6	99.937620541	443	12	1996	x	n							
42- Sodankyla	14	8	Chymomyza	costata	diptera	Sodankyla	67.416667	26.6	99.8357702083	443	13.5	1996	x	n							
42- Sodankyla	14	8	Chymomyza	costata	diptera	Sodankyla	67.416667	26.6	99.8936608229	443	15	1996	x	n							
42- Sodankyla	14	8	Chymomyza	costata	diptera	Sodankyla	67.416667	26.6	99.9535636781	443	16.5	1996	x	n							
42- Sodankyla	14	8	Chymomyza	costata	diptera	Sodankyla	67.416667	26.6	99.8617745486	443	18	1996	x	n							
42- Sodankyla	14	8	Chymomyza	costata	diptera	Sodankyla	67.416667	26.6	99.9820446222	443	19.5	1996	x	n							
42- Sodankyla	14	8	Chymomyza	costata	diptera	Sodankyla	67.416667	26.6	72.4220875913	443	22	1996	x	n							
42- Sodankyla	14	8	Chymomyza	costata	diptera	Sodankyla	67.416667	26.6	71.7665615142	443	24	1996	x	n							
42- Oulo1	14	8	Chymomyza	costata	diptera	Oulo1	65.013333	25.4725	99.6583834588	443	12	1996	x	n							
42- Oulo1	14	8	Chymomyza	costata	diptera	Oulo1	65.013333	25.4725	99.8719905394	443	13.5	1996	x	n							
42- Oulo1	14	8	Chymomyza	costata	diptera	Oulo1	65.013333	25.4725	99.6164359813	443	15	1996	x	n							
42- Oulo1	14	8	Chymomyza	costata	diptera	Oulo1	65.013333	25.4725	99.3588691827	443	16.5	1996	x	n							
42- Oulo1	14	8	Chymomyza	costata	diptera	Oulo1	65.013333	25.4725	99.7302049699	443	18	1996	x	n							
42- Oulo1	14	8	Chymomyza	costata	diptera	Oulo1	65.013333	25.4725	87.3657603329	443	19.5	1996	x	n							
42- Oulo1	14	8	Chymomyza	costata	diptera	Oulo1	65.013333	25.4725	30.1487819753	443	22	1996	x	n							
42- Oulo1	14	8	Chymomyza	costata	diptera	Oulo1	65.013333	25.4725	47.476340694	443	24	1996	x	n							
42- Oulo2	14	8	Chymomyza	costata	diptera	Oulo2	65.013333	25.4725	99.8161121654	443	12	1996	x	x							
42- Oulo2	14	8	Chymomyza	costata	diptera	Oulo2	65.013333	25.4725	99.87400278	443	13.5	1996	x	x							
42- Oulo2	14	8	Chymomyza	costata	diptera	Oulo2	65.013333	25.4725	99.6144237407	443	15	1996	x	x							
42- Oulo2	14	8	Chymomyza	costata	diptera	Oulo2	65.013333	25.4725	99.6723143553	443	16.5	1996	x	x							
42- Oulo2	14	8	Chymomyza	costata	diptera	Oulo2	65.013333	25.4725	99.5785129851	443	18	1996	x	x							
42- Oulo2	14	8	Chymomyza	costata	diptera	Oulo2	65.013333	25.4725	82.6338991341	443	19.5	1996	x	x							
42- Oulo2	14	8	Chymomyza	costata	diptera	Oulo2	65.013333	25.4725	48.449336425	443	22	1996	x	x							
42- Oulo2	14	8	Chymomyza	costata	diptera	Oulo2	65.013333	25.4725	36.275590283	443	24	1996	x	x							
42- Kuopio	14	8	Chymomyza	costata	diptera	Kuopio	62.899722	27.683056	99.8462957746	443	12	1996	x	x							
42- Kuopio	14	8	Chymomyza	costata	diptera	Kuopio	62.899722	27.683056	99.9041863892	443	13.5	1996	x	x							
42- Kuopio	14	8	Chymomyza	costata	diptera	Kuopio	62.899722	27.683056	99.9640892444	443	15	1996	x	x							
42- Kuopio	14	8	Chymomyza	costata	diptera	Kuopio	62.899722	27.683056	99.8622389118	443	16.5	1996	x	x							
42- Kuopio	14	8	Chymomyza	costata	diptera	Kuopio	62.899722	27.683056	98.9777817679	443	18	1996	x	x							
42- Kuopio	14	8	Chymomyza	costata	diptera	Kuopio	62.899722	27.683056	27.5845682815	443	19.5	1996	x	x							
42- Kuopio	14	8	Chymomyza	costata	diptera	Kuopio	62.899722	27.683056	3.4906183151	443	22	1996	x	x							
42- Kuopio	14	8	Chymomyza	costata	diptera	Kuopio	62.899722	27.683056	1.8887199983	443	24	1996	x	x							
42- Varkaus	14	8	Chymomyza	costata	diptera	Varkaus	62.316667	27.916667	100.0321958498	443	12	1996	x	n							
42- Varkaus	14	8	Chymomyza	costata	diptera	Varkaus	62.316667	27.916667	99.7746290512	443	13.5	1996	x	n							
42- Varkaus	14	8	Chymomyza	costata	diptera	Varkaus	62.316667	27.916667	99.836544147	443	15	1996	x	n							
42- Varkaus	14	8	Chymomyza	costata	diptera	Varkaus	62.316667	27.916667	99.8904102804	443	16.5	1996	x	n							
42- Varkaus	14	8	Chymomyza	costata	diptera	Varkaus	62.316667	27.916667	99.9523253762	443	18	1996	x	n							
42- Varkaus	14	8	Chymomyza	costata	diptera	Varkaus	62.316667	27.916667	30.2619318129	443	19.5	1996	x	n							
42- Varkaus	14	8	Chymomyza	costata	diptera	Varkaus	62.316667	27.916667	1.284428663	443	22	1996	x	n							
42- Varkaus	14	8	Chymomyza	costata	diptera	Varkaus	62.316667	27.916667	0.1577287066	443	24	1996	x	n							
42- Sapporo	14	6	Chymomyza	costata	diptera	Sapporo	43.061944	141.354167	98.2290734715	443	15	1996	x	n							
42- Sapporo	14	6	Chymomyza	costata	diptera	Sapporo	43.061944	141.354167	19.4205985332	443	16.5	1996	x	n							
42- Sapporo	14	6	Chymomyza	costata	diptera	Sapporo	43.061944	141.354167	-0.3953278869	443	18	1996	x	n							
42- Sapporo	14	6	Chymomyza	costata	diptera	Sapporo	43.061944	141.354167	4.7098813397	443	19.5	1996	x	n							
42- Sapporo	14	6	Chymomyza	costata	diptera	Sapporo	43.061944	141.354167	3.4926305557	443	22	1996	x	n							
42- Sapporo	14	6	Chymomyza	costata	diptera	Sapporo	43.061944	141.354167	3.6217235305	443	24	1996	x	n							
42-Kuusamo1	14	7	Chymomyza	costata	diptera	Kuusamo1	65.966667	29.166667	100.3058103976	221	16	1996	n	n							
42-Kuusamo1	14	7	Chymomyza	costata	diptera	Kuusamo1	65.966667	29.166667	100.1529051988	221	18	1996	n	n							
42-Kuusamo1	14	7	Chymomyza	costata	diptera	Kuusamo1	65.966667	29.166667	100.4587155963	221	19	1996	n	n							
42-Kuusamo1	14	7	Chymomyza	costata	diptera	Kuusamo1	65.966667	29.166667	99.3883792049	221	20	1996	n	n							
42-Kuusamo1	14	7	Chymomyza	costata	diptera	Kuusamo1	65.966667	29.166667	93.4250764526	221	21	1996	n	n							
42-Kuusamo1	14	7	Chymomyza	costata	diptera	Kuusamo1	65.966667	29.166667	93.5779816514	221	22	1996	n	n							
42-Kuusamo1	14	7	Chymomyza	costata	diptera	Kuusamo1	65.966667	29.166667	96.4831804281	221	24	1996	n	n							
42-Kuusamo2	14	7	Chymomyza	costata	diptera	Kuusamo2	65.966667	29.166667	100	221	16	1996	x	n							
42-Kuusamo2	14	7	Chymomyza	costata	diptera	Kuusamo2	65.966667	29.166667	100.3058103976	221	18	1996	x	n							
42-Kuusamo2	14	7	Chymomyza	costata	diptera	Kuusamo2	65.966667	29.166667	100.4587155963	221	19	1996	x	n							
42-Kuusamo2	14	7	Chymomyza	costata	diptera	Kuusamo2	65.966667	29.166667	88.0733944954	221	20	1996	x	n							
42-Kuusamo2	14	7	Chymomyza	costata	diptera	Kuusamo2	65.966667	29.166667	72.629969419	221	21	1996	x	n							
42-Kuusamo2	14	7	Chymomyza	costata	diptera	Kuusamo2	65.966667	29.166667	71.5596330275	221	22	1996	x	n							
42-Kuusamo2	14	7	Chymomyza	costata	diptera	Kuusamo2	65.966667	29.166667	72.4770642202	221	24	1996	x	n							
42-Kuusamo3	14	7	Chymomyza	costata	diptera	Kuusamo3	65.966667	29.166667	100.3058103976	221	16	1996	n	n							
42-Kuusamo3	14	7	Chymomyza	costata	diptera	Kuusamo3	65.966667	29.166667	100.3058103976	221	18	1996	n	n							
42-Kuusamo3	14	7	Chymomyza	costata	diptera	Kuusamo3	65.966667	29.166667	100.4587155963	221	19	1996	n	n							
42-Kuusamo3	14	7	Chymomyza	costata	diptera	Kuusamo3	65.966667	29.166667	96.3302752294	221	20	1996	n	n							
42-Kuusamo3	14	7	Chymomyza	costata	diptera	Kuusamo3	65.966667	29.166667	86.5443425076	221	21	1996	n	n							
42-Kuusamo3	14	7	Chymomyza	costata	diptera	Kuusamo3	65.966667	29.166667	81.9571865443	221	22	1996	n	n							
42-Kuusamo3	14	7	Chymomyza	costata	diptera	Kuusamo3	65.966667	29.166667	85.7798165138	221	24	1996	n	n							
42-Kuusamo4	14	7	Chymomyza	costata	diptera	Kuusamo4	65.966667	29.166667	99.8470948012	221	16	1996	x	n							
42-Kuusamo4	14	7	Chymomyza	costata	diptera	Kuusamo4	65.966667	29.166667	98.7767584098	221	18	1996	x	n							
42-Kuusamo4	14	7	Chymomyza	costata	diptera	Kuusamo4	65.966667	29.166667	96.3302752294	221	19	1996	x	n							
42-Kuusamo4	14	7	Chymomyza	costata	diptera	Kuusamo4	65.966667	29.166667	66.5137614679	221	20	1996	x	n							
42-Kuusamo4	14	7	Chymomyza	costata	diptera	Kuusamo4	65.966667	29.166667	55.504587156	221	21	1996	x	n							
42-Kuusamo4	14	7	Chymomyza	costata	diptera	Kuusamo4	65.966667	29.166667	57.4923547401	221	22	1996	x	n							
42-Kuusamo4	14	7	Chymomyza	costata	diptera	Kuusamo4	65.966667	29.166667	55.9633027523	221	24	1996	x	n							
42-Kuusamo5	14	7	Chymomyza	costata	diptera	Kuusamo5	65.966667	29.166667	100	221	16	1996	n	x							
42-Kuusamo5	14	7	Chymomyza	costata	diptera	Kuusamo5	65.966667	29.166667	97.4006116208	221	18	1996	n	x							
42-Kuusamo5	14	7	Chymomyza	costata	diptera	Kuusamo5	65.966667	29.166667	96.0244648318	221	19	1996	n	x							
42-Kuusamo5	14	7	Chymomyza	costata	diptera	Kuusamo5	65.966667	29.166667	91.1314984709	221	20	1996	n	x							
42-Kuusamo5	14	7	Chymomyza	costata	diptera	Kuusamo5	65.966667	29.166667	87.9204892966	221	21	1996	n	x							
42-Kuusamo5	14	7	Chymomyza	costata	diptera	Kuusamo5	65.966667	29.166667	87.003058104	221	22	1996	n	x							
42-Kuusamo5	14	7	Chymomyza	costata	diptera	Kuusamo5	65.966667	29.166667	85.9327217125	221	24	1996	n	x							
42- Punkaharju	14	7	Chymomyza	costata	diptera	Punkaharju	61.75	29.4	100.1529051988	221	16	1996	x	n							
42- Punkaharju	14	7	Chymomyza	costata	diptera	Punkaharju	61.75	29.4	91.8960244648	221	18	1996	x	n							
42- Punkaharju	14	7	Chymomyza	costata	diptera	Punkaharju	61.75	29.4	23.3944954128	221	19	1996	x	n							
42- Punkaharju	14	7	Chymomyza	costata	diptera	Punkaharju	61.75	29.4	14.0672782875	221	20	1996	x	n							
42- Punkaharju	14	7	Chymomyza	costata	diptera	Punkaharju	61.75	29.4	17.4311926606	221	21	1996	x	n							
42- Punkaharju	14	7	Chymomyza	costata	diptera	Punkaharju	61.75	29.4	16.5137614679	221	22	1996	x	n							
42- Punkaharju	14	7	Chymomyza	costata	diptera	Punkaharju	61.75	29.4	17.4311926606	221	24	1996	x	n							
43-Owani	3	4	Acanthoscelides	pallidipennis	coleoptera	Owani	40.51	140.61	100.0004390606	99	13	2011	x	n							
43-Owani	3	4	Acanthoscelides	pallidipennis	coleoptera	Owani	40.51	140.61	100.2467520493	99	14	2011	x	n							
43-Owani	3	4	Acanthoscelides	pallidipennis	coleoptera	Owani	40.51	140.61	20.8259607743	99	15	2011	x	n							
43-Owani	3	4	Acanthoscelides	pallidipennis	coleoptera	Owani	40.51	140.61	4.0670182078	99	16	2011	x	n							
43-Itakura	3	4	Acanthoscelides	pallidipennis	coleoptera	Itakura	36.21	139.66	99.8151554933	99	13	2011	x	n							
43-Itakura	3	4	Acanthoscelides	pallidipennis	coleoptera	Itakura	36.21	139.66	98.9537186236	99	14	2011	x	n							
43-Itakura	3	4	Acanthoscelides	pallidipennis	coleoptera	Itakura	36.21	139.66	10.1045403255	99	15	2011	x	n							
43-Itakura	3	4	Acanthoscelides	pallidipennis	coleoptera	Itakura	36.21	139.66	4.251423654	99	16	2011	x	n							
43-Kobe	3	4	Acanthoscelides	pallidipennis	coleoptera	Kobe	34.75	135.13	99.8160336145	99	13	2011	x	n							
43-Kobe	3	4	Acanthoscelides	pallidipennis	coleoptera	Kobe	34.75	135.13	97.6598070768	99	14	2011	x	n							
43-Kobe	3	4	Acanthoscelides	pallidipennis	coleoptera	Kobe	34.75	135.13	4.0051106652	99	15	2011	x	n							
43-Kobe	3	4	Acanthoscelides	pallidipennis	coleoptera	Kobe	34.75	135.13	4.251423654	99	16	2011	x	n							
44-Asa	4	5	Ips	typographus	coleoptera	Asa	57.1666666667	14.7833333333	20.0880199738	50.8	17	2016	x	n							
44-Asa	4	5	Ips	typographus	coleoptera	Asa	57.1666666667	14.7833333333	0.210528543	50.8	18	2016	x	n							
44-Asa	4	5	Ips	typographus	coleoptera	Asa	57.1666666667	14.7833333333	0.4212686725	50.8	20	2016	x	n							
44-Asa	4	5	Ips	typographus	coleoptera	Asa	57.1666666667	14.7833333333	4.1737548136	50.8	22	2016	x	n							
44-Asa	4	5	Ips	typographus	coleoptera	Asa	57.1666666667	14.7833333333	21.9118953916	50.8	23.5	2016	x	n							
44-Uppland	4	5	Ips	typographus	coleoptera	Uppland	60.25	18.5333333333	41.1673225847	46.4	17	2016	x	n							
44-Uppland	4	5	Ips	typographus	coleoptera	Uppland	60.25	18.5333333333	29.3840717701	46.4	18	2016	x	n							
44-Uppland	4	5	Ips	typographus	coleoptera	Uppland	60.25	18.5333333333	-0.9278066946	46.4	20	2016	x	n							
44-Uppland	4	5	Ips	typographus	coleoptera	Uppland	60.25	18.5333333333	13.4486479624	46.4	22	2016	x	n							
44-Uppland	4	5	Ips	typographus	coleoptera	Uppland	60.25	18.5333333333	13.3113283399	46.4	23.5	2016	x	n							
44-Vindeln	4	5	Ips	typographus	coleoptera	Vindeln	64.1666666667	19.75	84.0008886632	50.6	17	2016	x	n							
44-Vindeln	4	5	Ips	typographus	coleoptera	Vindeln	64.1666666667	19.75	58.3894037493	50.6	18	2016	x	n							
44-Vindeln	4	5	Ips	typographus	coleoptera	Vindeln	64.1666666667	19.75	26.3909694892	50.6	20	2016	x	n							
44-Vindeln	4	5	Ips	typographus	coleoptera	Vindeln	64.1666666667	19.75	18.8449494308	50.6	22	2016	x	n							
44-Vindeln	4	5	Ips	typographus	coleoptera	Vindeln	64.1666666667	19.75	24.2729888706	50.6	23.5	2016	x	n							
44-Kalix	4	5	Ips	typographus	coleoptera	Kalix	65.9166666667	23.25	91.7578604376	51.2	17	2016	x	n							
44-Kalix	4	5	Ips	typographus	coleoptera	Kalix	65.9166666667	23.25	98.0184926579	51.2	18	2016	x	n							
44-Kalix	4	5	Ips	typographus	coleoptera	Kalix	65.9166666667	23.25	63.9966569337	51.2	20	2016	x	n							
44-Kalix	4	5	Ips	typographus	coleoptera	Kalix	65.9166666667	23.25	56.1129448606	51.2	22	2016	x	n							
44-Kalix	4	5	Ips	typographus	coleoptera	Kalix	65.9166666667	23.25	62.2159451568	51.2	23.5	2016	x	n							
45-OBH	5	7	Orius	Sauteri	hemiptera	OBH	42.923961	143.196156	67.7150071793	75	10	2003	x	x							
45-OBH	5	7	Orius	Sauteri	hemiptera	OBH	42.923961	143.196156	69.6217259989	75	11	2003	x	x							
45-OBH	5	7	Orius	Sauteri	hemiptera	OBH	42.923961	143.196156	65.9087983364	75	12	2003	x	x							
45-OBH	5	7	Orius	Sauteri	hemiptera	OBH	42.923961	143.196156	53.9981185325	75	13	2003	x	x							
45-OBH	5	7	Orius	Sauteri	hemiptera	OBH	42.923961	143.196156	23.5856810417	75	14	2003	x	x							
45-OBH	5	7	Orius	Sauteri	hemiptera	OBH	42.923961	143.196156	3.9476159826	75	15	2003	x	x							
45-OBH	5	7	Orius	Sauteri	hemiptera	OBH	42.923961	143.196156	9.1340298064	75	16	2003	x	x							
45-SPR	5	6	Orius	Sauteri	hemiptera	SPR	43.061944	141.354167	91.3695103233	75	10	2003	x	x							
45-SPR	5	6	Orius	Sauteri	hemiptera	SPR	43.061944	141.354167	78.2878645343	75	11	2003	x	x							
45-SPR	5	6	Orius	Sauteri	hemiptera	SPR	43.061944	141.354167	65.9087983364	75	12	2003	x	x							
45-SPR	5	6	Orius	Sauteri	hemiptera	SPR	43.061944	141.354167	7.6615338912	75	14	2003	x	x							
45-SPR	5	6	Orius	Sauteri	hemiptera	SPR	43.061944	141.354167	3.7134227856	75	15	2003	x	x							
45-SPR	5	6	Orius	Sauteri	hemiptera	SPR	43.061944	141.354167	17.7986829727	75	16	2003	x	x							
45-HRS	5	7	Orius	Sauteri	hemiptera	HRS	40.603153	140.463789	93.7104520473	75	10	2003	x	x							
45-HRS	5	7	Orius	Sauteri	hemiptera	HRS	40.603153	140.463789	89.7628360648	75	11	2003	x	x							
45-HRS	5	7	Orius	Sauteri	hemiptera	HRS	40.603153	140.463789	70.1237807595	75	12	2003	x	x							
45-HRS	5	7	Orius	Sauteri	hemiptera	HRS	40.603153	140.463789	50.9531118483	75	13	2003	x	x							
45-HRS	5	7	Orius	Sauteri	hemiptera	HRS	40.603153	140.463789	4.14764569	75	14	2003	x	x							
45-HRS	5	7	Orius	Sauteri	hemiptera	HRS	40.603153	140.463789	7.6947071347	75	15	2003	x	x							
45-HRS	5	7	Orius	Sauteri	hemiptera	HRS	40.603153	140.463789	24.356092489	75	16	2003	x	x							
45-TKB	5	7	Orius	Sauteri	hemiptera	TKB	36.080556	140.114722	39.6713615023	75	9	2003	x	x							
45-TKB	5	7	Orius	Sauteri	hemiptera	TKB	36.080556	140.114722	69.014084507	75	10	2003	x	x							
45-TKB	5	7	Orius	Sauteri	hemiptera	TKB	36.080556	140.114722	39.6713615023	75	11	2003	x	x							
45-TKB	5	7	Orius	Sauteri	hemiptera	TKB	36.080556	140.114722	15.7276995305	75	12	2003	x	x							
45-TKB	5	7	Orius	Sauteri	hemiptera	TKB	36.080556	140.114722	15.7276995305	75	13	2003	x	x							
45-TKB	5	7	Orius	Sauteri	hemiptera	TKB	36.080556	140.114722	5.6338028169	75	14	2003	x	x							
45-TKB	5	7	Orius	Sauteri	hemiptera	TKB	36.080556	140.114722	6.8075117371	75	15	2003	x	x							
45-KCH	5	8	Orius	Sauteri	hemiptera	KCH	33.558889	133.531111	12.4996260284	75	9	2003	x	n							
45-KCH	5	8	Orius	Sauteri	hemiptera	KCH	33.558889	133.531111	7.3453004238	75	10	2003	x	n							
45-KCH	5	8	Orius	Sauteri	hemiptera	KCH	33.558889	133.531111	6.4343056594	75	11	2003	x	n							
45-KCH	5	8	Orius	Sauteri	hemiptera	KCH	33.558889	133.531111	13.0720518574	75	12	2003	x	n							
45-KCH	5	8	Orius	Sauteri	hemiptera	KCH	33.558889	133.531111	13.3413113937	75	13	2003	x	n							
45-KCH	5	8	Orius	Sauteri	hemiptera	KCH	33.558889	133.531111	15.0266766392	75	14	2003	x	n							
45-KCH	5	8	Orius	Sauteri	hemiptera	KCH	33.558889	133.531111	4.6831214161	75	15	2003	x	n							
45-KCH	5	8	Orius	Sauteri	hemiptera	KCH	33.558889	133.531111	5.1887309898	75	16	2003	x	n							
46-Tsunan	11	4	Psacothea	hilaris	coleoptera	Tsunan	37.014278	138.652528	100	25	12	1999	x	n							
46-Tsunan	11	4	Psacothea	hilaris	coleoptera	Tsunan	37.014278	138.652528	100	25	13	1999	x	n							
46-Tsunan	11	4	Psacothea	hilaris	coleoptera	Tsunan	37.014278	138.652528	1.3698630137	25	14	1999	x	n							
46-Tsunan	11	4	Psacothea	hilaris	coleoptera	Tsunan	37.014278	138.652528	1.3698630137	25	15	1999	x	n							
46-Minakami	11	4	Psacothea	hilaris	coleoptera	Minakami	36.678556	138.999139	100	25	12	1999	x	n							
46-Minakami	11	4	Psacothea	hilaris	coleoptera	Minakami	36.678556	138.999139	96.3378176383	25	13	1999	x	n							
46-Minakami	11	4	Psacothea	hilaris	coleoptera	Minakami	36.678556	138.999139	3.6372695566	25	14	1999	x	n							
46-Minakami	11	4	Psacothea	hilaris	coleoptera	Minakami	36.678556	138.999139	2.74040857	25	15	1999	x	n							
46-Matsumoto	11	4	Psacothea	hilaris	coleoptera	Matsumoto	36.238047	137.971983	100	25	12	1999	x	n							
46-Matsumoto	11	4	Psacothea	hilaris	coleoptera	Matsumoto	36.238047	137.971983	89.0410958904	25	13	1999	x	n							
46-Matsumoto	11	4	Psacothea	hilaris	coleoptera	Matsumoto	36.238047	137.971983	1.3698630137	25	14	1999	x	n							
46-Matsumoto	11	4	Psacothea	hilaris	coleoptera	Matsumoto	36.238047	137.971983	1.3698630137	25	15	1999	x	n							
46-Komoro	11	4	Psacothea	hilaris	coleoptera	Komoro	36.323889	138.429167	95.8904109589	25	12	1999	x	n							
46-Komoro	11	4	Psacothea	hilaris	coleoptera	Komoro	36.323889	138.429167	100	25	13	1999	x	n							
46-Komoro	11	4	Psacothea	hilaris	coleoptera	Komoro	36.323889	138.429167	5.4794520548	25	14	1999	x	n							
46-Komoro	11	4	Psacothea	hilaris	coleoptera	Komoro	36.323889	138.429167	1.3698630137	25	15	1999	x	n							
46-Yokokawa	11	4	Psacothea	hilaris	coleoptera	Yokokawa	36.324	138.7236	58.904109589	25	12	1999	x	n							
46-Yokokawa	11	4	Psacothea	hilaris	coleoptera	Yokokawa	36.324	138.7236	17.8082191781	25	13	1999	x	n							
46-Yokokawa	11	4	Psacothea	hilaris	coleoptera	Yokokawa	36.324	138.7236	4.1095890411	25	14	1999	x	n							
46-Yokokawa	11	4	Psacothea	hilaris	coleoptera	Yokokawa	36.324	138.7236	1.3698630137	25	15	1999	x	n							
46-Nirasaki	11	4	Psacothea	hilaris	coleoptera	Nirasaki	35.708889	138.446111	100	25	12	1999	x	n							
46-Nirasaki	11	4	Psacothea	hilaris	coleoptera	Nirasaki	35.708889	138.446111	75.3424657534	25	13	1999	x	n							
46-Nirasaki	11	4	Psacothea	hilaris	coleoptera	Nirasaki	35.708889	138.446111	5.4794520548	25	14	1999	x	n							
46-Nirasaki	11	4	Psacothea	hilaris	coleoptera	Nirasaki	35.708889	138.446111	6.8493150685	25	15	1999	x	n							
46-Nirasaki2	11	4	Psacothea	hilaris	coleoptera	Nirasaki2	35.708889	138.446111	100	25	12	1999	x	n							
46-Nirasaki2	11	4	Psacothea	hilaris	coleoptera	Nirasaki2	35.708889	138.446111	90.4109589041	25	13	1999	x	n							
46-Nirasaki2	11	4	Psacothea	hilaris	coleoptera	Nirasaki2	35.708889	138.446111	-1.3698630137	25	14	1999	x	n							
46-Nirasaki2	11	4	Psacothea	hilaris	coleoptera	Nirasaki2	35.708889	138.446111	1.3698630137	25	15	1999	x	n							
46-Nirasaki3	11	4	Psacothea	hilaris	coleoptera	Nirasaki3	35.708889	138.446111	79.4520547945	25	12	1999	x	n							
46-Nirasaki3	11	4	Psacothea	hilaris	coleoptera	Nirasaki3	35.708889	138.446111	67.1232876712	25	13	1999	x	n							
46-Nirasaki3	11	4	Psacothea	hilaris	coleoptera	Nirasaki3	35.708889	138.446111	5.4794520548	25	14	1999	x	n							
46-Nirasaki3	11	4	Psacothea	hilaris	coleoptera	Nirasaki3	35.708889	138.446111	1.3698630137	25	15	1999	x	n							
46-Hatsukari	11	4	Psacothea	hilaris	coleoptera	Hatsukari	35.610556	138.94	40.2777777778	25	12	1999	x	n							
46-Hatsukari	11	4	Psacothea	hilaris	coleoptera	Hatsukari	35.610556	138.94	15.2777777778	25	13	1999	x	n							
46-Hatsukari	11	4	Psacothea	hilaris	coleoptera	Hatsukari	35.610556	138.94	0	25	14	1999	x	n							
46-Hatsukari	11	4	Psacothea	hilaris	coleoptera	Hatsukari	35.610556	138.94	1.3888888889	25	15	1999	x	n							
46-Hatsukari2	11	4	Psacothea	hilaris	coleoptera	Hatsukari2	35.610556	138.94	59.7222222222	25	12	1999	x	n							
46-Hatsukari2	11	4	Psacothea	hilaris	coleoptera	Hatsukari2	35.610556	138.94	36.1111111111	25	13	1999	x	n							
46-Hatsukari2	11	4	Psacothea	hilaris	coleoptera	Hatsukari2	35.610556	138.94	6.9444444444	25	14	1999	x	n							
46-Hatsukari2	11	4	Psacothea	hilaris	coleoptera	Hatsukari2	35.610556	138.94	0	25	15	1999	x	n							
46-Sagamihara	11	4	Psacothea	hilaris	coleoptera	Sagamihara	35.571389	139.373333	80.8219178082	25	12	1999	x	n							
46-Sagamihara	11	4	Psacothea	hilaris	coleoptera	Sagamihara	35.571389	139.373333	63.5029354207	25	13	1999	x	n							
46-Sagamihara	11	4	Psacothea	hilaris	coleoptera	Sagamihara	35.571389	139.373333	-3.1311154599	25	14	1999	x	n							
46-Sagamihara	11	4	Psacothea	hilaris	coleoptera	Sagamihara	35.571389	139.373333	-1.3209393346	25	15	1999	x	n							
47-Akita	4	5	Psacothea	hilaris	coleoptera	Akita	39.72	140.1025	12.7447895234	20	11	1996	x	n							
47-Akita	4	5	Psacothea	hilaris	coleoptera	Akita	39.72	140.1025	27.2681610225	20	12	1996	x	n							
47-Akita	4	5	Psacothea	hilaris	coleoptera	Akita	39.72	140.1025	-0.3667304108	20	13	1996	x	n							
47-Akita	4	5	Psacothea	hilaris	coleoptera	Akita	39.72	140.1025	-0.3062138413	20	14	1996	x	n							
