"row"	"set"	"popid"	"ID"	"PY"	"region"	"pops_left"	"genus"	"spec"	"order"	"pop"	"degN"	"degE"	"nmethod"	"perc"	"n2"	"dl2"	"number"	"nslop"	"inc2"	"b"	"bse"	"c"	"cse"	"d"	"dse"	"e"	"ese"	"invvar_b"	"invvar_e"
"b:wang-WH-Sericinus-montelus"	"newsearch"	"wang-WH-Sericinus-montelus"	"wang"	2012	"China"	4	"Sericinus"	"montelus"	"Lepidoptera"	"WH"	30.55	114.3166666667	"global average"	0	75	15	2	"n"	0	89.7392222530041	4.46903479002328	0	0.000868658454637033	0.990572032194258	0.00307388046104906	13.1146064960264	0.00975257589843538	0.0500694163528937	3514.63457191149
"b:wang-ZB-Sericinus-montelus"	"newsearch"	"wang-ZB-Sericinus-montelus"	"wang"	2012	"China"	4	"Sericinus"	"montelus"	"Lepidoptera"	"ZB"	36.8	118.05	"global average"	0	75	16	3	"n"	0	117.435434521094	7.42502464690444	0	0.000868658454637033	0.953986121643977	0.0293603331052604	14.1887975050978	0.0171976205792062	0.0181386182568443	3381.14093516642
"b:yoshida-oita-Drosophila-triauraria"	"newsearch"	"yoshida-oita-Drosophila-triauraria"	"yoshida"	1994	"japan"	3	"Drosophila"	"triauraria"	"Diptera"	"oita"	33.239444	131.609167	"global average"	0.447719139	50	14	3	"n"	0	28.3025325312964	3.71061577926749	0	0.000468705307273723	0.887420391828472	0.00830029604904459	12.2637934582144	0.0457266627080953	0.0726286590586824	478.256617102443
"b:yoshida-onuma-Drosophila-triauraria"	"newsearch"	"yoshida-onuma-Drosophila-triauraria"	"yoshida"	1994	"japan"	3	"Drosophila"	"triauraria"	"Diptera"	"onuma"	41.972	140.6691	"global average"	0.4508295703	50	18	3	"n"	0	28.1903012169389	1.6242164945173	0	0.000468705307273723	0.97113797159559	0.0157738774193459	13.0510855651826	0.0346152345548309	0.303429886547167	834.5751371233
"b:yoshida-yakushima-Drosophila-triauraria"	"newsearch"	"yoshida-yakushima-Drosophila-triauraria"	"yoshida"	1994	"japan"	3	"Drosophila"	"triauraria"	"Diptera"	"yakushima"	30.340287	130.522385	"global average"	0.4486339718	50	14	2	"n"	0	27.605586788158	4.74452133966004	0	0.000468705307273723	0.369145399629734	0.0334212498067087	9.97838749270221	0.12984448518594	0.044423747435343	59.3134222265584
"b:takeda-portageville-Diatraea-grandiosella"	"newforward"	"takeda-portageville-Diatraea-grandiosella"	"takeda"	1982	"US"	3	"Diatraea"	"grandiosella"	"Lepidoptera"	"portageville"	36.3	-89.4	"global average"	0	50	24	2	"n"	0	84.454989703874	10.2288249717268	0	0.000368495005061362	1	0.00385338533920312	15.1855033361069	0.0410900619427634	0.00955759239956822	592.279100419419
"b:takeda-starksville-Diatraea-grandiosella"	"newforward"	"takeda-starksville-Diatraea-grandiosella"	"takeda"	1982	"US"	3	"Diatraea"	"grandiosella"	"Lepidoptera"	"starksville"	33.3	-88.5	"global average"	0	50	24	4	"n"	0	55.9621237759545	11.6351136346215	0	0.000368495005061362	1	0.00385338533920312	15.2693652873457	0.0418083651367767	0.00738684083980813	572.102215114508
"b:takeda-stjohn-Diatraea-grandiosella"	"newforward"	"takeda-stjohn-Diatraea-grandiosella"	"takeda"	1982	"US"	3	"Diatraea"	"grandiosella"	"Lepidoptera"	"stjohn"	37.6	-98.5	"global average"	0	50	24	3	"n"	0	113.833086864984	5.43621543612963	0	0.000368495005061362	1	0.00385338533920312	15.405927476213	0.00816513506414663	0.0338381554486604	3514.63457191149
"b:noda-Izumu-Laodelphax-striatellus"	"oldsearch"	"noda-Izumu-Laodelphax-striatellus"	"noda"	1992	"japan"	7	"Laodelphax"	"striatellus"	"Homoptera"	"Izumu"	35.368611	132.755	"not described"	0	100	14	3	"x"	0	43.1238627004925	2.64880880956855	0	0.00133621203861664	0.994892891110603	0.00330203221593112	12.4694205454072	0.0200866369100776	0.142527535518168	2478.48070063452
"b:noda-Kagoshima-Laodelphax-striatellus"	"oldsearch"	"noda-Kagoshima-Laodelphax-striatellus"	"noda"	1992	"japan"	7	"Laodelphax"	"striatellus"	"Homoptera"	"Kagoshima"	31.596536	130.557117	"not described"	3.0448717949	100	12.5	3	"x"	3	33.4074921529807	4.5326628325032	0	0.00133621203861664	0.815750888313401	0.0196838720679932	11.557215612542	0.0802656505078292	0.0486735665736924	155.217448629131
"b:noda-Kamikawa-Laodelphax-striatellus"	"oldsearch"	"noda-Kamikawa-Laodelphax-striatellus"	"noda"	1992	"japan"	7	"Laodelphax"	"striatellus"	"Homoptera"	"Kamikawa"	43.847186	142.770428	"not described"	0	100	16	3	"x"	0	77.810937488863	10.0521191106886	0	0.00133621203861664	1	0.00272044927875761	13.6975509382619	0.0408861607813464	0.00989657107273969	598.201276917648
"b:noda-Odawara-Laodelphax-striatellus"	"oldsearch"	"noda-Odawara-Laodelphax-striatellus"	"noda"	1992	"japan"	7	"Laodelphax"	"striatellus"	"Homoptera"	"Odawara"	35.264636	139.152311	"not described"	3.8461538462	100	13	3	"x"	3	64.3686255200698	5.24866095145434	0	0.00133621203861664	0.936991126094026	0.0101211506317511	12.2306041597078	0.0182127141246922	0.0362996937491187	3014.74552020526
"b:noda-Sendai-Laodelphax-striatellus"	"oldsearch"	"noda-Sendai-Laodelphax-striatellus"	"noda"	1992	"japan"	7	"Laodelphax"	"striatellus"	"Homoptera"	"Sendai"	38.268333	140.869444	"not described"	0.641025641	100	16	3	"x"	0	64.0980737101278	4.48636631943313	0	0.00133621203861664	0.985652998737555	0.00938876205644757	13.1217354661286	0.013995122716498	0.0496833117342247	3514.63457191149
"b:noda-Tsukuba-Laodelphax-striatellus"	"oldsearch"	"noda-Tsukuba-Laodelphax-striatellus"	"noda"	1992	"japan"	7	"Laodelphax"	"striatellus"	"Homoptera"	"Tsukuba"	36.080556	140.114722	"not described"	1.4423076923	100	14	3	"x"	1	52.2448037429481	3.81911197994926	0	0.00133621203861664	1	0.00162198240816581	12.8013778834975	0.0293469416738413	0.0685606955768278	1161.11250449747
"b:lankinen_13-Pelkosenniemi-Drosophila-montana"	"byhand"	"b:lankinen_13-Pelkosenniemi-Drosophila-montana"	"lankinen_13"	2013	"Europe"	7	"Drosophila"	"montana"	"Diptera"	"Pelkosenniemi"	76.1	27.3	NA	NA	NA	NA	NA	NA	NA	35.59	11.61	0	NA	1	NA	19.22	0.46	0.00741883240931776	4.72589792060491
"b:lankinen_13-Oulanka-Drosophila-montana"	"byhand"	"b:lankinen_13-Oulanka-Drosophila-montana"	"lankinen_13"	2013	"Europe"	7	"Drosophila"	"montana"	"Diptera"	"Oulanka"	66.4	29.2	NA	NA	NA	NA	NA	NA	NA	26.4	7.04	0	NA	1	NA	19.38	0.72	0.0201769111570248	1.92901234567901
"b:lankinen_13-Kemi-Drosophila-montana"	"byhand"	"b:lankinen_13-Kemi-Drosophila-montana"	"lankinen_13"	2013	"Europe"	7	"Drosophila"	"montana"	"Diptera"	"Kemi"	65.7	24.7	NA	NA	NA	NA	NA	NA	NA	39.38	19.64	0	NA	1	NA	18.63	1.13	0.00259248966115123	0.783146683373796
"b:lankinen_13-Pudasjarvi-Drosophila-montana"	"byhand"	"b:lankinen_13-Pudasjarvi-Drosophila-montana"	"lankinen_13"	2013	"Europe"	7	"Drosophila"	"montana"	"Diptera"	"Pudasjarvi"	65.4	27	NA	NA	NA	NA	NA	NA	NA	27.91	7.25	0	NA	1	NA	19.46	1	0.0190249702734839	1
"b:lankinen_13-Paltamo-Drosophila-montana"	"byhand"	"b:lankinen_13-Paltamo-Drosophila-montana"	"lankinen_13"	2013	"Europe"	7	"Drosophila"	"montana"	"Diptera"	"Paltamo"	64.3	27.9	NA	NA	NA	NA	NA	NA	NA	43.03	13.84	0	NA	1	NA	18.78	0.42	0.00522068896388119	5.66893424036281
"b:lankinen_13-ivaskila-Drosophila-montana"	"byhand"	"b:lankinen_13-ivaskila-Drosophila-montana"	"lankinen_13"	2013	"Europe"	7	"Drosophila"	"montana"	"Diptera"	"ivaskila"	62.2	25.7	NA	NA	NA	NA	NA	NA	NA	36.72	14.22	0	NA	1	NA	18.32	0.75	0.00494539297081625	1.77777777777778
"b:lankinen_13-lahti-Drosophila-montana"	"byhand"	"b:lankinen_13-lahti-Drosophila-montana"	"lankinen_13"	2013	"Europe"	7	"Drosophila"	"montana"	"Diptera"	"lahti"	61.1	25.7	NA	NA	NA	NA	NA	NA	NA	45.38	12.81	0	NA	1	NA	17.7	0.34	0.00609399004607666	8.65051903114187
